,0,1,2
451,2.0,2.0,2.0
452,2.0,2.0,2.0
453,2.0,4.0,1.0
454,10.0,2.0,7.0
455,5.0,10.0,7.0
456,8.0,1.0,2.0
457,8.0,5.0,5.0
458,1.0,5.0,1.0
459,1.0,5.0,1.0
460,1.0,3.0,1.0
461,1.0,3.0,1.0
462,1.0,3.0,1.0
463,1.0,3.0,1.0
464,1.0,3.0,1.0
465,1.0,3.0,1.0
466,1.0,3.0,4.0
467,1.0,3.0,4.0
468,1.0,3.0,2.0
469,1.0,3.0,5.0
470,1.0,3.0,2.0
471,4.0,3.0,4.0
472,4.0,3.0,4.0
473,5.0,3.0,5.0
474,1.0,3.0,1.0
475,1.0,2.0,1.0
476,1.0,2.0,8.0
477,10.0,2.0,3.0
478,10.0,2.0,1.0
479,1.0,2.0,1.0
480,1.0,2.0,1.0
481,1.0,2.0,1.0
482,1.0,3.0,1.0
483,1.0,2.0,1.0
484,1.0,2.0,3.0
485,1.0,2.0,3.0
486,1.0,2.0,3.0
487,1.0,2.0,3.0
488,1.0,2.0,2.0
489,1.0,2.0,2.0
490,3.0,4.0,4.0
491,3.0,4.0,1.0
492,3.0,1.0,2.0
493,3.0,2.0,2.0
494,3.0,2.0,2.0
495,10.0,1.0,5.0
496,10.0,1.0,1.0
497,10.0,1.0,3.0
498,7.0,1.0,2.0
499,7.0,1.0,2.0
500,2.0,1.0,8.0
501,2.0,1.0,2.0
502,2.0,1.0,2.0
503,2.0,1.0,2.0
504,2.0,1.0,2.0
505,2.0,1.0,2.0
506,2.0,3.0,4.0
507,2.0,1.0,2.0
508,2.0,1.0,3.0
509,2.0,1.0,2.0
510,2.0,1.0,2.0
511,2.0,1.0,3.0
512,2.0,1.0,2.0
513,2.0,1.0,2.0
514,2.0,1.0,2.0
515,2.0,1.0,3.0
516,2.0,1.0,2.0
517,3.0,1.0,2.0
518,4.0,1.0,2.0
519,3.0,1.0,2.0
520,3.0,1.0,1.0
521,3.0,1.0,1.0
522,6.0,1.0,1.0
523,3.0,1.0,5.0
524,3.0,1.0,3.0
525,3.0,1.0,3.0
526,3.0,1.0,3.0
527,3.0,1.0,3.0
528,4.0,4.0,2.0
529,2.0,3.0,4.0
530,2.0,5.0,2.0
531,2.0,5.0,2.0
532,2.0,5.0,2.0
533,2.0,5.0,10.0
534,10.0,5.0,2.0
535,10.0,9.0,6.0
536,10.0,9.0,9.0
537,10.0,9.0,1.0
538,8.0,4.0,4.0
539,6.0,4.0,2.0
540,9.0,4.0,10.0
541,4.0,6.0,1.0
542,1.0,3.0,2.0
543,1.0,3.0,2.0
544,1.0,2.0,2.0
545,1.0,5.0,2.0
546,1.0,4.0,9.0
547,1.0,4.0,1.0
548,1.0,4.0,2.0
549,5.0,1.0,4.0
550,2.0,1.0,4.0
551,6.0,2.0,1.0
552,7.0,2.0,3.0
553,3.0,2.0,9.0
554,1.0,1.0,1.0
555,1.0,1.0,1.0
556,1.0,3.0,3.0
557,1.0,3.0,3.0
558,1.0,3.0,1.0
559,1.0,4.0,2.0
560,1.0,4.0,1.0
561,1.0,4.0,2.0
562,1.0,9.0,2.0
563,1.0,4.0,3.0
564,1.0,3.0,4.0
565,1.0,3.0,1.0
566,1.0,5.0,1.0
567,1.0,3.0,1.0
568,1.0,3.0,1.0
569,1.0,3.0,1.0
570,1.0,3.0,1.0
571,1.0,3.0,1.0
572,1.0,3.0,1.0
573,1.0,3.0,1.0
574,1.0,3.0,1.0
575,1.0,3.0,1.0
576,1.0,3.0,1.0
577,1.0,3.0,1.0
578,1.0,3.0,1.0
579,1.0,3.0,1.0
580,1.0,3.0,1.0
581,1.0,1.0,4.0
582,1.0,1.0,1.0
583,1.0,1.0,1.0
584,1.0,5.0,5.0
585,1.0,5.0,5.0
586,2.0,7.0,2.0
587,2.0,3.0,2.0
588,10.0,3.0,2.0
589,1.0,2.0,2.0
590,1.0,2.0,2.0
591,1.0,2.0,2.0
592,1.0,2.0,2.0
593,1.0,2.0,2.0
594,2.0,2.0,2.0
595,2.0,1.0,2.0
596,2.0,1.0,2.0
597,2.0,1.0,2.0
598,1.0,3.0,1.0
599,4.0,2.0,1.0
600,3.0,2.0,3.0
601,3.0,1.0,3.0
602,2.0,1.0,2.0
603,3.0,3.0,3.0
604,4.0,3.0,4.0
605,2.0,3.0,3.0
606,7.0,3.0,3.0
607,1.0,3.0,3.0
608,1.0,3.0,3.0
609,1.0,3.0,2.0
610,1.0,3.0,3.0
611,1.0,4.0,3.0
612,1.0,2.0,2.0
613,1.0,4.0,10.0
614,1.0,4.0,2.0
615,2.0,4.0,2.0
616,7.0,1.0,2.0
617,6.0,1.0,2.0
618,9.0,2.0,2.0
619,2.0,2.0,2.0
620,2.0,2.0,2.0
621,2.0,4.0,4.0
622,1.0,1.0,1.0
623,1.0,1.0,1.0
624,3.0,4.0,3.0
625,3.0,1.0,3.0
626,3.0,1.0,3.0
627,3.0,2.0,3.0
628,10.0,6.0,10.0
629,2.0,6.0,2.0
630,1.0,3.0,2.0
631,2.0,3.0,1.0
632,4.0,5.0,5.0
633,3.0,1.0,1.0
634,3.0,1.0,1.0
635,1.0,1.0,1.0
636,1.0,1.0,1.0
637,1.0,1.0,1.0
638,1.0,1.0,1.0
639,1.0,2.0,2.0
640,1.0,2.0,2.0
641,1.0,2.0,5.0
642,1.0,2.0,2.0
643,1.0,2.0,2.0
644,1.0,2.0,2.0
645,1.0,2.0,2.0
646,1.0,2.0,2.0
647,1.0,2.0,2.0
648,1.0,2.0,2.0
649,1.0,5.0,2.0
650,3.0,4.0,2.0
651,1.0,4.0,1.0
652,7.0,5.0,1.0
653,7.0,2.0,2.0
654,7.0,5.0,9.0
655,7.0,5.0,1.0
656,7.0,5.0,1.0
657,8.0,5.0,4.0
658,7.0,1.0,5.0
659,7.0,1.0,6.0
660,7.0,1.0,6.0
661,7.0,1.0,6.0
662,7.0,1.0,6.0
663,7.0,8.0,8.0
664,7.0,1.0,8.0
665,7.0,1.0,10.0
666,7.0,4.0,2.0
667,7.0,4.0,2.0
668,7.0,4.0,2.0
669,7.0,6.0,6.0
670,10.0,3.0,3.0
671,7.0,3.0,1.0
672,7.0,3.0,2.0
673,7.0,3.0,8.0
674,5.0,3.0,2.0
675,1.0,3.0,1.0
676,1.0,3.0,1.0
677,1.0,3.0,1.0
678,1.0,3.0,2.0
679,1.0,3.0,1.0
680,1.0,3.0,1.0
681,1.0,3.0,1.0
682,1.0,3.0,1.0
683,1.0,2.0,1.0
684,1.0,3.0,1.0
685,1.0,3.0,1.0
686,1.0,3.0,1.0
687,1.0,3.0,1.0
688,1.0,3.0,1.0
689,1.0,7.0,1.0
690,1.0,2.0,1.0
691,1.0,1.0,1.0
692,1.0,1.0,1.0
693,1.0,1.0,1.0
694,1.0,1.0,1.0
695,1.0,1.0,1.0
696,1.0,1.0,1.0
697,1.0,1.0,1.0
698,1.0,1.0,1.0
699,1.0,1.0,1.0
700,1.0,1.0,1.0
701,1.0,1.0,1.0
702,1.0,1.0,1.0
703,1.0,1.0,1.0
704,1.0,1.0,1.0
705,1.0,1.0,1.0
706,1.0,1.0,1.0
707,1.0,1.0,1.0
708,1.0,1.0,1.0
709,1.0,1.0,1.0
710,1.0,1.0,1.0
711,10.0,4.0,3.0
712,3.0,4.0,3.0
713,1.0,8.0,2.0
714,1.0,2.0,2.0
715,1.0,3.0,2.0
716,1.0,3.0,2.0
717,10.0,3.0,1.0
718,10.0,3.0,10.0
719,10.0,3.0,10.0
720,10.0,3.0,10.0
721,10.0,1.0,10.0
722,7.0,1.0,7.0
723,3.0,1.0,10.0
724,4.0,1.0,1.0
725,1.0,1.0,2.0
726,1.0,1.0,1.0
727,1.0,1.0,1.0
728,1.0,1.0,1.0
729,1.0,1.0,1.0
730,1.0,1.0,2.0
731,1.0,1.0,1.0
732,1.0,1.0,1.0
733,1.0,1.0,1.0
734,1.0,1.0,1.0
735,4.0,4.0,3.0
736,6.0,1.0,1.0
737,2.0,1.0,5.0
738,3.0,1.0,5.0
739,10.0,1.0,5.0
740,6.0,4.0,4.0
741,2.0,1.0,4.0
742,2.0,1.0,4.0
743,2.0,1.0,1.0
744,2.0,4.0,1.0
745,2.0,1.0,1.0
746,2.0,3.0,1.0
747,2.0,1.0,1.0
748,2.0,1.0,1.0
749,2.0,1.0,1.0
750,4.0,1.0,1.0
751,2.0,1.0,1.0
752,2.0,1.0,3.0
753,2.0,1.0,1.0
754,2.0,1.0,1.0
755,2.0,1.0,1.0
756,4.0,1.0,1.0
757,3.0,1.0,6.0
758,3.0,1.0,1.0
759,3.0,1.0,10.0
760,4.0,3.0,1.0
761,4.0,2.0,2.0
762,4.0,2.0,2.0
763,4.0,2.0,2.0
764,6.0,2.0,2.0
765,6.0,2.0,2.0
766,1.0,9.0,2.0
767,4.0,2.0,3.0
768,1.0,3.0,3.0
769,5.0,1.0,2.0
770,3.0,1.0,1.0
771,3.0,1.0,1.0
772,3.0,1.0,1.0
773,3.0,1.0,1.0
774,3.0,1.0,1.0
775,2.0,1.0,1.0
776,2.0,1.0,1.0
777,2.0,1.0,1.0
778,3.0,1.0,5.0
779,3.0,1.0,1.0
780,3.0,1.0,1.0
781,3.0,1.0,1.0
782,3.0,1.0,1.0
783,2.0,1.0,5.0
784,2.0,5.0,1.0
785,2.0,1.0,1.0
786,2.0,1.0,1.0
787,2.0,1.0,1.0
788,2.0,1.0,1.0
789,1.0,1.0,1.0
790,1.0,1.0,1.0
791,1.0,1.0,1.0
792,1.0,1.0,1.0
793,1.0,1.0,2.0
794,1.0,4.0,2.0
795,1.0,4.0,5.0
796,1.0,2.0,3.0
797,1.0,10.0,8.0
798,1.0,2.0,7.0
799,1.0,3.0,1.0
800,1.0,2.0,7.0
801,1.0,4.0,4.0
802,6.0,4.0,3.0
803,3.0,4.0,1.0
804,3.0,4.0,1.0
805,2.0,4.0,1.0
806,8.0,4.0,4.0
807,7.0,2.0,3.0
808,1.0,4.0,1.0
809,2.0,4.0,4.0
810,1.0,4.0,5.0
811,1.0,4.0,1.0
812,3.0,2.0,2.0
813,3.0,9.0,6.0
814,10.0,9.0,1.0
815,10.0,3.0,1.0
816,5.0,2.0,6.0
817,3.0,2.0,4.0
818,3.0,2.0,4.0
819,3.0,2.0,4.0
820,9.0,1.0,5.0
821,5.0,1.0,4.0
822,5.0,3.0,9.0
823,5.0,1.0,2.0
824,5.0,4.0,2.0
825,5.0,1.0,2.0
826,5.0,1.0,10.0
827,5.0,1.0,5.0
828,3.0,1.0,3.0
829,3.0,1.0,2.0
830,3.0,1.0,5.0
831,3.0,4.0,3.0
832,3.0,4.0,3.0
833,2.0,4.0,2.0
834,2.0,4.0,1.0
835,2.0,4.0,1.0
836,2.0,4.0,1.0
837,3.0,4.0,5.0
838,3.0,2.0,3.0
839,3.0,2.0,3.0
840,5.0,2.0,6.0
841,2.0,1.0,1.0
842,1.0,3.0,9.0
843,7.0,3.0,10.0
844,1.0,3.0,4.0
845,1.0,3.0,4.0
846,1.0,3.0,5.0
847,1.0,3.0,3.0
848,1.0,3.0,3.0
849,1.0,3.0,3.0
850,2.0,3.0,3.0
851,2.0,3.0,3.0
852,1.0,3.0,2.0
853,1.0,2.0,2.0
854,1.0,2.0,2.0
855,8.0,2.0,2.0
856,8.0,4.0,2.0
857,1.0,4.0,4.0
858,1.0,4.0,4.0
859,8.0,2.0,2.0
860,8.0,2.0,1.0
861,8.0,2.0,2.0
862,3.0,2.0,2.0
863,4.0,2.0,1.0
864,4.0,2.0,1.0
865,4.0,2.0,1.0
866,4.0,2.0,1.0
867,4.0,2.0,2.0
868,4.0,2.0,1.0
869,3.0,2.0,3.0
870,3.0,9.0,3.0
871,2.0,1.0,1.0
872,5.0,2.0,5.0
873,1.0,2.0,4.0
874,1.0,2.0,2.0
875,6.0,2.0,2.0
876,6.0,2.0,2.0
877,1.0,2.0,2.0
878,1.0,2.0,2.0
879,5.0,2.0,2.0
880,5.0,1.0,2.0
881,5.0,1.0,1.0
882,5.0,1.0,1.0
883,5.0,7.0,1.0
884,6.0,9.0,1.0
885,1.0,9.0,4.0
886,3.0,9.0,2.0
887,3.0,9.0,4.0
888,3.0,5.0,2.0
889,3.0,7.0,3.0
890,3.0,7.0,3.0
891,3.0,7.0,3.0
892,3.0,7.0,2.0
893,4.0,7.0,1.0
894,4.0,7.0,1.0
895,4.0,7.0,1.0
896,6.0,7.0,7.0
897,1.0,3.0,1.0
898,1.0,6.0,1.0
899,1.0,6.0,1.0
900,9.0,3.0,10.0
901,9.0,1.0,10.0
902,4.0,1.0,2.0
903,1.0,9.0,10.0
904,1.0,9.0,7.0
905,1.0,9.0,5.0
906,1.0,4.0,3.0
907,2.0,1.0,8.0
908,3.0,4.0,4.0
909,2.0,4.0,4.0
910,2.0,4.0,4.0
911,5.0,4.0,3.0
912,10.0,1.0,10.0
913,4.0,1.0,4.0
914,4.0,2.0,4.0
915,9.0,3.0,1.0
916,9.0,3.0,1.0
917,9.0,10.0,6.0
918,3.0,1.0,3.0
919,2.0,1.0,1.0
920,3.0,1.0,1.0
921,6.0,6.0,1.0
922,8.0,6.0,1.0
923,6.0,6.0,1.0
924,2.0,1.0,1.0
925,2.0,4.0,2.0
926,1.0,4.0,6.0
927,2.0,1.0,8.0
928,2.0,1.0,6.0
929,2.0,1.0,3.0
930,2.0,1.0,3.0
931,2.0,1.0,3.0
932,2.0,1.0,3.0
933,2.0,1.0,3.0
934,3.0,1.0,3.0
935,3.0,1.0,1.0
936,1.0,1.0,1.0
937,1.0,1.0,1.0
938,1.0,1.0,1.0
939,2.0,1.0,1.0
940,1.0,1.0,1.0
941,1.0,1.0,1.0
942,1.0,1.0,1.0
943,1.0,3.0,1.0
944,1.0,1.0,1.0
945,3.0,1.0,1.0
946,3.0,6.0,2.0
947,5.0,5.0,2.0
948,1.0,2.0,4.0
949,2.0,2.0,4.0
950,10.0,3.0,1.0
951,3.0,4.0,1.0
952,3.0,4.0,3.0
953,3.0,4.0,5.0
954,5.0,4.0,7.0
955,5.0,4.0,3.0
956,9.0,4.0,5.0
957,2.0,4.0,2.0
958,2.0,4.0,2.0
959,2.0,4.0,2.0
960,2.0,2.0,1.0
961,2.0,4.0,3.0
962,6.0,7.0,3.0
963,2.0,4.0,3.0
964,2.0,3.0,4.0
965,2.0,5.0,3.0
966,2.0,4.0,3.0
967,2.0,4.0,3.0
968,2.0,4.0,1.0
969,3.0,5.0,3.0
970,1.0,2.0,3.0
971,1.0,2.0,4.0
972,7.0,2.0,5.0
973,1.0,2.0,1.0
974,1.0,2.0,1.0
975,1.0,5.0,6.0
976,1.0,2.0,1.0
977,1.0,2.0,6.0
978,5.0,2.0,1.0
979,1.0,2.0,10.0
980,1.0,2.0,1.0
981,9.0,2.0,4.0
982,3.0,2.0,6.0
983,3.0,8.0,3.0
984,3.0,2.0,3.0
985,3.0,6.0,3.0
986,3.0,4.0,3.0
987,3.0,4.0,3.0
988,3.0,4.0,3.0
989,3.0,4.0,2.0
990,3.0,4.0,2.0
991,10.0,4.0,2.0
992,10.0,4.0,2.0
993,10.0,2.0,2.0
994,10.0,2.0,2.0
995,10.0,3.0,6.0
996,1.0,2.0,1.0
997,1.0,4.0,4.0
