,X0,X1,X2,X3
449,-5.64804,-5.34609,-1.79298,-4.51472
450,-5.21226,-5.5337,-1.78404,-4.36792
451,-5.36044,-5.54598,-1.66757,-4.41834
452,-5.25217,-5.54975,-1.56253,-4.45548
453,-5.26029,-5.36829,-1.94322,-4.50779
454,-5.49136,-5.45572,-1.72519,-4.48723
455,-5.53487,-5.36299,-1.76454,-4.48995
456,-5.37679,-5.41885,-1.6881,-4.64006
457,-5.40674,-5.40848,-1.69118,-4.64795
458,-5.32127,-5.49644,-1.75682,-4.26115
459,-5.10024,-5.44786,-1.7687,-4.64532
460,-5.76034,-5.49065,-1.7026,-4.35624
461,-5.67062,-5.39599,-1.73776,-4.44583
462,-5.17552,-5.60069,-1.71855,-4.53803
463,-5.19271,-5.50268,-1.86636,-4.41729
464,-5.77747,-5.5123,-1.668,-4.44667
465,-5.71792,-5.46822,-1.85793,-4.44737
466,-5.12257,-5.49171,-1.71652,-4.54737
467,-5.24593,-5.59625,-1.8245,-4.56285
468,-5.79283,-5.37456,-1.72569,-4.37871
469,-4.86436,-5.58593,-1.75487,-4.59251
470,-5.63327,-5.40834,-1.7298,-4.40468
471,-5.05502,-5.51368,-1.82695,-4.60144
472,-5.25218,-5.47832,-1.75315,-4.41415
473,-5.30877,-5.5047,-1.81056,-4.50272
474,-5.39861,-5.46405,-1.74852,-4.49587
475,-5.71215,-5.49038,-1.76438,-4.46621
476,-5.55488,-5.47316,-1.81374,-4.48728
477,-5.36367,-5.50369,-1.76102,-4.43598
478,-5.37867,-5.48965,-1.71713,-4.43224
479,-5.38444,-5.38793,-1.77707,-4.62716
480,-5.43108,-5.52189,-1.69887,-4.38361
481,-5.60964,-5.44612,-1.78876,-4.56344
482,-5.037,-5.50088,-1.75895,-4.47143
483,-5.21154,-5.59152,-1.73527,-4.58108
484,-5.52807,-5.37146,-1.72856,-4.3996
485,-5.34488,-5.51181,-1.69908,-4.58282
486,-5.58881,-5.46458,-1.80284,-4.45262
487,-5.38588,-5.34873,-1.79404,-4.42385
488,-5.36846,-5.52969,-1.79526,-4.61017
489,-5.4257,-5.38695,-1.86022,-4.63113
490,-5.60096,-5.38621,-1.72855,-4.44633
491,-5.63524,-5.51814,-1.81239,-4.46207
492,-5.40384,-5.56836,-1.71364,-4.44447
493,-5.45084,-5.44448,-1.811,-4.50108
494,-5.71621,-5.42428,-1.73348,-4.44079
495,-5.47308,-5.42286,-1.77736,-4.53906
496,-5.27432,-5.51067,-1.73032,-4.41162
497,-5.4606,-5.3775,-1.76382,-4.52394
498,-5.57978,-5.52152,-1.59837,-4.47246
499,-5.64603,-5.52705,-1.54922,-4.47952
500,-5.36499,-5.52636,-1.75836,-4.53064
501,-5.34758,-5.55553,-1.78892,-4.43311
502,-5.32522,-5.42864,-1.76081,-4.48336
503,-5.31007,-5.51796,-1.81437,-4.52475
504,-5.69646,-5.4913,-1.75653,-4.48261
505,-5.4173,-5.43535,-1.68071,-4.54238
506,-5.38327,-5.52291,-1.75063,-4.59665
507,-5.23755,-5.45641,-1.70536,-4.57353
508,-5.68687,-5.50016,-1.77549,-4.42107
509,-5.53934,-5.60006,-1.73048,-4.34882
510,-5.33466,-5.52289,-1.7943,-4.36493
511,-5.45675,-5.41654,-1.70527,-4.57497
512,-5.45672,-5.49321,-1.7527,-4.5878
513,-5.57356,-5.43119,-1.71437,-4.50555
514,-5.40924,-5.43877,-1.79835,-4.45049
515,-5.23862,-5.52414,-1.70128,-4.5437
516,-5.60035,-5.53085,-1.74084,-4.4082
517,-5.39443,-5.55403,-1.7069,-4.63633
518,-5.58487,-5.50749,-1.81827,-4.41967
519,-5.67541,-5.45261,-1.67052,-4.53403
520,-5.80807,-5.44726,-1.84719,-4.40746
521,-5.92512,-5.3741,-1.77562,-4.45998
522,-5.78958,-5.45247,-1.86533,-4.39377
523,-5.59307,-5.45261,-1.72727,-4.61402
524,-5.58285,-5.51959,-1.69552,-4.47554
525,-5.89377,-5.42968,-1.73617,-4.49047
526,-5.6393,-5.4999,-1.80249,-4.47446
527,-5.65062,-5.46201,-1.73998,-4.41695
528,-5.48366,-5.47414,-1.67449,-4.46466
