,intercetta,età_madri,inatt_donne,inatt_uomini,occup_donne,occup_uomini
67,0.556788,-0.340958,0.200677,-0.194373,0.356759,-0.0397952
68,0.536015,-0.308333,0.188609,-0.166488,0.327423,-0.0395213
69,0.49924,-0.355398,0.16249,-0.07097,0.274617,0.133118
70,0.411469,-0.32187,0.0449264,-0.169361,0.140295,0.00967091
71,0.456933,-0.325107,0.117225,-0.0506559,0.278015,0.164434
72,0.403471,-0.335466,0.137169,-0.0880221,0.247029,0.115326
73,0.44281,-0.30268,0.182974,-0.0658577,0.346381,0.0969977
74,0.355076,-0.400547,0.10165,-0.0832231,0.248389,0.100064
75,0.45963,-0.270125,0.249806,-0.135562,0.444469,0.0431167
76,0.436014,-0.298047,0.0635217,-0.154031,0.226571,-0.00683215
77,0.487176,-0.329565,0.169212,-0.080563,0.381495,-0.013568
78,0.544104,-0.320806,-0.103933,-0.0768919,0.0471476,0.0851651
79,0.487521,-0.326028,0.207015,-0.110768,0.397176,-0.0442379
80,0.491052,-0.331972,0.144355,-0.154978,0.25017,0.0540239
81,0.533373,-0.35009,0.0666413,-0.152452,0.263801,0.0497171
82,0.43995,-0.333649,0.174473,-0.0957039,0.333047,0.0799975
83,0.333243,-0.327814,0.0521914,-0.148852,0.226789,0.050704
84,0.331483,-0.33693,0.0501658,-0.166658,0.239428,0.0183041
85,0.448194,-0.338094,0.172467,-0.158588,0.326442,0.0474008
86,0.443644,-0.330949,0.184507,-0.123006,0.356745,0.073743
87,0.345811,-0.349926,0.27043,-0.21659,0.320404,0.0489036
88,0.287076,-0.348875,0.0293828,-0.103737,0.223923,0.0292434
89,0.251037,-0.313808,0.240494,-0.175748,0.309936,0.0564088
90,0.523072,-0.363326,0.0604562,-0.0478527,0.289911,0.0461628
91,0.51749,-0.340912,0.157517,-0.11054,0.269867,0.0779601
92,0.440603,-0.273478,-0.0715925,-0.129914,0.107317,0.110009
93,0.667609,-0.327578,0.0419215,-0.101614,0.112276,0.0621046
94,0.317331,-0.340987,-0.139246,-0.0232932,0.0425891,0.163352
95,0.355697,-0.338714,-0.00551721,-0.0688424,0.156624,0.0920845
96,0.325277,-0.288486,0.108578,-0.0413322,0.219052,0.108583
97,0.241169,-0.381129,-0.0311062,-0.104076,0.153471,0.0550532
98,0.414878,-0.310421,0.139016,-0.0452286,0.213364,0.253076
99,0.544465,-0.312993,0.0780358,-0.121618,0.260209,0.0225321
100,0.548043,-0.323807,0.231769,-0.104005,0.334777,0.0592099
101,0.338237,-0.368171,0.171224,-0.0714124,0.292041,0.161454
102,0.200448,-0.332242,0.282407,-0.215165,0.398157,-0.00598639
103,0.651832,-0.312274,0.00297927,-0.0729753,0.183151,0.0822016
104,0.573719,-0.356759,0.227726,-0.0914265,0.406334,0.0553581
105,0.611898,-0.330747,0.181234,-0.196316,0.326733,0.0208599
106,0.482399,-0.394559,0.282022,-0.118026,0.508904,-0.0252246
107,0.513384,-0.336968,0.105244,-0.308307,0.232945,-0.14043
108,0.604319,-0.34746,0.139706,-0.075957,0.241497,0.17076
109,0.441365,-0.289405,0.168449,-0.235055,0.32365,-0.0455209
110,0.405104,-0.362097,0.163536,-0.132889,0.267657,0.0905209
111,0.378884,-0.314451,0.250189,-0.236876,0.389222,-0.0423294
112,0.386265,-0.340347,0.287281,-0.163251,0.484335,-0.0330075
113,0.517931,-0.328075,0.237036,-0.0711806,0.359663,0.0476441
114,0.47212,-0.293354,0.243166,-0.220281,0.373957,-0.0410534
115,0.503534,-0.304074,0.12709,-0.22499,0.292434,-0.0691783
116,0.463586,-0.312935,0.162411,-0.0603323,0.29413,0.102717
117,0.499417,-0.337359,-0.00716805,-0.185651,0.134788,-0.0243552
118,0.411246,-0.343306,0.206055,-0.126716,0.38334,0.0359381
119,0.507865,-0.326909,0.263952,-0.057459,0.453049,0.0723361
120,0.263842,-0.359549,0.171823,-0.147627,0.325258,0.0599635
121,0.499439,-0.311553,0.0912558,-0.0770818,0.257724,0.0342069
122,0.443799,-0.350847,0.0587618,-0.106084,0.189267,0.0698127
123,0.459912,-0.342023,0.0545404,-0.0238147,0.151231,0.112407
124,0.413696,-0.38324,0.0451678,-0.130605,0.194045,0.0461565
125,0.356363,-0.306746,-0.0189716,-0.0904597,0.101225,0.0777527
126,0.377325,-0.360896,0.292178,-0.113069,0.472712,0.0198107
127,0.382324,-0.349169,0.290605,-0.170866,0.513805,-0.0655647
128,0.434086,-0.312319,0.28916,-0.218971,0.268645,-0.0121377
129,0.409677,-0.358951,0.22373,-0.196089,0.330097,-9.92979e-05
130,0.399336,-0.336768,0.0914285,-0.147637,0.329264,-0.0597396
131,0.44463,-0.30821,0.151257,-0.133425,0.390623,0.0111503
132,0.493187,-0.317426,0.227611,-0.158511,0.371416,-0.0384964
133,0.469068,-0.344929,0.405778,-0.174099,0.553035,-0.0295222
134,0.450783,-0.342887,0.301148,-0.164752,0.473311,-0.0559521
135,0.465312,-0.32171,0.384521,-0.256673,0.512378,-0.0827986
136,0.454021,-0.354686,0.392557,-0.157477,0.576908,0.00593673
137,0.465238,-0.355844,0.377307,-0.148882,0.563656,-0.0049342
138,0.403463,-0.356778,0.391279,-0.187973,0.600316,-0.0572632
139,0.305611,-0.268375,-0.0641264,-0.106935,-0.0464309,0.133665
140,0.337728,-0.325337,0.199324,-0.108795,0.342008,0.0675108
141,0.43551,-0.326865,0.0479915,-0.19011,0.161875,-0.0613788
142,0.391607,-0.353633,0.187537,-0.121347,0.399487,0.0031913
143,0.246895,-0.304709,0.2917,-0.182231,0.44182,-0.00944397
144,0.153665,-0.346367,0.432433,-0.216947,0.479376,0.0484856
145,0.195302,-0.311915,0.299371,-0.26595,0.393146,-0.0434594
146,0.214339,-0.322719,0.291763,-0.186484,0.416984,-0.0179405
147,0.232022,-0.312395,0.340023,-0.201113,0.455681,-0.0310636
148,0.351964,-0.264197,0.153454,-0.152499,0.142373,0.0863272
149,0.34197,-0.366451,0.209114,-0.146181,0.411795,-0.0486655
150,0.401882,-0.308587,0.314735,-0.112367,0.449333,0.0618304
151,0.506558,-0.313414,0.00444158,-0.120351,0.195696,0.0517107
152,0.563482,-0.334593,0.254267,-0.109934,0.400716,0.0313144
153,0.623312,-0.305986,0.0702907,-0.133561,0.164341,0.00402683
154,0.598544,-0.313529,0.180528,-0.206162,0.250018,-0.0620258
155,0.549799,-0.32827,0.214451,-0.23942,0.356159,-0.109858
156,0.542335,-0.329922,0.199948,-0.247953,0.413948,-0.136852
157,0.31366,-0.344438,0.221521,-0.0469925,0.351049,0.095721
158,0.389443,-0.306378,0.167483,-0.211327,0.273543,-0.0341726
159,0.408485,-0.332596,0.215134,-0.187837,0.327127,0.0114838
160,0.389305,-0.345199,0.107499,-0.241175,0.191148,-0.0369783
161,0.421026,-0.347687,0.0961566,-0.271095,0.150507,-0.0552297
162,0.325735,-0.321531,0.302162,-0.216759,0.416713,-0.0239308
163,0.381686,-0.31792,0.15274,-0.160087,0.204541,0.0968801
164,0.519096,-0.323714,0.101218,-0.104981,0.236482,0.0436752
165,0.511444,-0.335064,0.0926769,-0.208261,0.149146,0.0357863
166,0.490106,-0.335674,0.103362,-0.184502,0.164032,0.0290729
167,0.473635,-0.296624,0.285008,-0.185192,0.389377,-0.00680564
168,0.432603,-0.326094,0.309788,-0.246537,0.367021,-0.0240323
169,0.484253,-0.340106,0.205677,-0.116855,0.336413,0.0369649
170,0.511844,-0.339661,0.311525,-0.110442,0.409284,0.100043
171,0.406584,-0.29706,0.218694,-0.128135,0.275121,0.0827672
172,0.493371,-0.274434,0.277116,-0.150214,0.276525,-0.0015192
173,0.340732,-0.35489,-0.00332923,-0.185011,0.137715,-0.0499299
174,0.28251,-0.364506,0.210464,-0.0801896,0.326935,0.0496096
175,0.340374,-0.374221,0.181043,-0.0990914,0.311667,0.0387901
176,0.310113,-0.378337,0.00126796,-0.13565,0.0898837,0.00544542
177,0.379922,-0.260538,0.340314,-0.286737,0.319938,-0.00208276
178,0.324558,-0.38217,0.162005,-0.0436615,0.297807,0.0892965
179,0.343263,-0.272761,0.098122,-0.106692,0.131629,0.102605
180,0.284923,-0.295277,0.113342,-0.160839,0.210696,-0.00128896
181,0.155449,-0.363735,0.05869,-0.164642,0.0823236,0.0672302
182,0.194358,-0.409004,0.092212,-0.141013,0.236688,-0.0198054
183,0.313646,-0.363312,0.0804327,-0.182908,0.172928,-0.000597033
184,0.527258,-0.296072,0.223904,-0.145988,0.343777,0.0589768
185,0.531677,-0.313166,0.189403,-0.162875,0.3126,0.04178
186,0.425499,-0.336142,0.14498,-0.140074,0.228691,0.00110341
187,0.490094,-0.323707,0.246852,-0.108902,0.286481,0.0789489
188,0.677895,-0.338911,0.199306,-0.039986,0.422563,0.0244384
189,0.705095,-0.281834,0.0946364,-0.130026,0.124409,0.127326
190,0.529309,-0.292921,0.144199,-0.0836971,0.28565,0.0975148
191,0.605004,-0.322707,0.10216,-0.136512,0.274477,-0.0128787
192,0.551784,-0.349873,0.0363107,-0.193025,0.199125,-0.0248426
193,0.463615,-0.360253,0.237755,-0.113921,0.293423,0.110355
194,0.683235,-0.321533,-0.0108324,-0.0357413,0.146069,0.145106
195,0.741857,-0.30442,-0.146026,-0.162587,-0.138017,0.047265
196,0.667933,-0.292766,-0.0568109,-0.1853,0.0365016,-0.0294563
197,0.747968,-0.336126,0.242592,-0.101564,0.361355,0.085738
198,0.748695,-0.332503,0.256839,-0.0762475,0.387621,0.117022
199,0.661378,-0.321189,0.0414157,-0.135988,0.130861,0.0483287
200,0.84726,-0.337996,-0.0863502,-0.0145445,0.0421566,0.168385
201,0.516513,-0.297965,0.167159,-0.134303,0.269111,0.0610005
202,0.522385,-0.296475,0.0514299,-0.166696,0.0479989,0.0576483
203,0.432246,-0.315866,0.0761553,-0.0908813,0.323554,0.0288043
204,0.433989,-0.318755,0.210306,-0.162796,0.330066,0.081719
205,0.44101,-0.290508,0.249488,-0.14252,0.339479,0.116569
206,0.407588,-0.3671,0.0443008,-0.0467401,0.239856,0.0567217
207,0.359626,-0.361149,0.0954898,-0.136686,0.18441,0.0695447
208,0.271335,-0.394287,0.0800929,-0.202552,0.222712,-0.0550096
209,0.41158,-0.288673,0.197071,-0.0912638,0.317272,0.090201
210,0.415237,-0.369066,0.110366,-0.16727,0.237892,0.0413104
211,0.409854,-0.316901,0.202802,-0.126068,0.332708,-0.00760267
212,0.380024,-0.320939,0.216952,-0.110005,0.336347,0.0428066
213,0.40776,-0.294806,0.186713,-0.153071,0.257727,0.00666128
214,0.745357,-0.344945,-0.00183132,-0.144003,0.17747,0.0105574
215,0.654737,-0.361493,0.0650622,-0.118704,0.21067,0.0377511
216,0.669677,-0.352428,0.0510803,-0.0606738,0.0735121,0.135933
217,0.57277,-0.305233,-0.0120392,-0.0396294,0.118439,0.20222
218,0.388522,-0.347874,0.0861051,-0.0298124,0.157824,0.16006
219,0.459423,-0.296988,0.0750998,-0.0582233,0.2305,0.0510456
220,0.42329,-0.337524,-0.0746142,-0.0344947,0.014627,0.208761
221,0.334771,-0.320779,-0.100466,-0.0149846,-0.0456779,0.288146
222,0.399398,-0.326113,-0.13474,-0.072888,-0.131257,0.226178
223,0.395981,-0.338972,0.231605,-0.0420226,0.306392,0.178829
224,0.399845,-0.342793,0.23771,-0.0781425,0.299946,0.173188
225,0.351222,-0.378283,0.0682804,-0.0818593,0.214167,0.0813991
226,0.493455,-0.291786,0.245484,-0.107768,0.411136,0.0479599
227,0.459464,-0.299147,0.203429,-0.0927105,0.398898,0.0544633
228,0.317579,-0.312569,0.248146,-0.197425,0.350887,0.0216799
229,0.384173,-0.326809,-0.0732992,-0.121525,0.0146058,0.0586639
230,0.335689,-0.325527,0.223995,-0.104263,0.381869,0.0457017
231,0.395242,-0.322024,0.106462,-0.0523353,0.161722,0.125219
232,0.546941,-0.313221,0.202949,-0.242463,0.327521,-0.0417656
233,0.581906,-0.305715,0.215591,-0.185431,0.288779,0.0406921
234,0.598645,-0.347033,0.076113,-0.155846,0.144182,0.0581803
235,0.549724,-0.336018,0.113042,-0.221599,0.255995,-0.0271197
236,0.587625,-0.318081,0.141966,-0.129776,0.343257,0.0034925
237,0.658271,-0.338607,0.299748,-0.164271,0.408355,0.0631926
238,0.664189,-0.33877,0.305729,-0.11822,0.414677,0.0948838
239,0.60276,-0.328336,0.255346,-0.11316,0.425361,0.0454812
240,0.628322,-0.36101,0.0390454,-0.151041,0.250328,-0.0333481
241,0.423927,-0.318683,0.127372,-0.137104,0.192686,0.101446
242,0.582943,-0.307548,0.0427936,-0.143463,0.175734,0.0172666
243,0.471448,-0.306294,0.359753,-0.0875972,0.454664,0.159119
244,0.486401,-0.317617,0.0393046,-0.00108948,0.207127,0.187594
245,0.479883,-0.303735,0.120306,-0.20111,0.268862,-0.0675158
246,0.554613,-0.288468,0.151873,-0.14726,0.312826,-0.0360813
247,0.482245,-0.291765,0.135973,-0.204934,0.259162,0.00348208
248,0.571907,-0.292465,0.184837,-0.174245,0.344814,-0.00319829
249,0.391135,-0.34612,0.18302,-0.062142,0.269656,0.0672182
250,0.531208,-0.377372,0.0055395,-0.110142,0.252483,0.0845858
251,0.571001,-0.369846,0.0146298,-0.102108,0.268868,0.063154
252,0.523026,-0.318022,0.109746,-0.088267,0.119498,0.126583
253,0.5392,-0.331491,0.0245652,-0.140965,0.0972154,0.0578745
254,0.491755,-0.334992,0.0524675,-0.117591,0.205392,-0.00649086
255,0.313649,-0.36308,0.291214,-0.201968,0.448412,0.0143056
256,0.318766,-0.36519,0.231571,-0.138662,0.361947,0.0468108
257,0.279293,-0.326008,0.0600462,-0.208463,0.148872,-0.05284
258,0.360347,-0.330309,0.176502,-0.0900179,0.373431,0.166844
259,0.341069,-0.324702,0.133699,-0.19251,0.35488,-0.124584
260,0.480042,-0.327811,0.25371,-0.0600581,0.412517,0.112789
261,0.407793,-0.296057,0.323444,-0.166319,0.450412,0.0824318
262,0.423144,-0.301498,0.402474,-0.175016,0.536806,-0.0561392
263,0.318499,-0.350404,-0.0227478,-0.0556504,0.189994,0.114189
264,0.333424,-0.32389,0.210461,-0.08137,0.351959,-0.00351951
265,0.407331,-0.375228,0.140018,-0.117346,0.373938,0.0355428
266,0.401633,-0.368486,0.0972267,-0.157666,0.213356,0.0597662
267,0.420446,-0.326914,0.033483,-0.144994,0.157885,0.0485775
268,0.468236,-0.321082,0.100759,-0.147053,0.274858,-0.0303138
269,0.256428,-0.360914,0.15508,-0.103804,0.286581,0.120767
270,0.407061,-0.370989,0.0508889,-0.00663344,0.17061,0.183363
271,0.259141,-0.361087,-0.00590195,-0.106749,0.0907134,0.137641
272,0.349118,-0.37952,0.270407,-0.134708,0.428931,-0.00399719
273,0.172201,-0.366801,0.0844289,-0.0753697,0.0960322,0.117256
274,0.180433,-0.359421,0.0701307,-0.0970742,0.0971464,0.13296
275,0.108083,-0.384614,0.0750883,-0.0577525,0.0955564,0.193692
276,0.389421,-0.33296,0.177503,-0.102148,0.331502,0.109244
277,0.374688,-0.374045,0.292578,-0.200502,0.438494,0.0290903
278,0.342536,-0.373756,0.283886,-0.187488,0.398409,0.0529867
279,0.40083,-0.373385,0.29294,-0.155573,0.482841,0.013508
280,0.472276,-0.317989,0.231034,-0.202213,0.367379,-0.0577543
281,0.418195,-0.368364,0.059753,-0.172873,0.180128,0.0202126
282,0.429887,-0.344966,0.0740081,0.00266928,0.166604,0.226553
283,0.43432,-0.3325,0.0147839,-0.0144957,0.180426,0.15004
284,0.480463,-0.365276,0.0329223,-0.151539,0.15043,0.0606909
285,0.416545,-0.354967,0.253746,-0.133709,0.420272,0.0196954
286,0.374714,-0.314501,0.199541,-0.178118,0.315119,0.0104998
287,0.425264,-0.337284,0.268601,-0.180009,0.373781,0.0172478
288,0.519222,-0.327662,-0.0827915,-0.0900089,0.0948495,0.0427603
289,0.519557,-0.305155,0.291717,-0.208399,0.359959,-0.0297232
290,0.47673,-0.361595,0.443268,-0.179225,0.654402,-0.0760672
291,0.487267,-0.325565,0.0569143,-0.129993,0.180241,-0.0324528
292,0.48901,-0.317293,-0.113462,-0.154111,0.00953486,0.0116975
293,0.449981,-0.317379,0.423304,-0.139824,0.530101,0.0842676
294,0.527372,-0.341493,0.354568,-0.226309,0.591134,-0.167921
295,0.533652,-0.313354,0.199842,-0.129882,0.264823,0.164985
296,0.627358,-0.369574,0.219602,-0.173169,0.381769,-0.0392723
297,0.700203,-0.298169,0.231064,-0.145097,0.317859,-0.00373218
298,0.636701,-0.321845,0.204676,-0.180773,0.315474,0.0169121
299,0.605521,-0.356753,0.257364,-0.109195,0.47596,-0.0115258
300,0.489611,-0.314718,0.199114,-0.115751,0.277199,0.0705275
301,0.420156,-0.3043,0.0140984,-0.10004,0.195745,0.0618473
302,0.365933,-0.346129,0.129554,-0.109892,0.164255,0.147378
303,0.322203,-0.335125,0.0535917,-0.182588,0.221927,-0.0487049
304,0.412692,-0.325993,0.0446242,-0.174139,0.173728,-0.032568
305,0.482245,-0.299689,0.159853,-0.290201,0.253432,-0.137375
306,0.513481,-0.300884,0.144007,-0.214859,0.302228,-0.0615842
307,0.416913,-0.373074,0.258994,-0.102813,0.426443,0.0567905
308,0.476836,-0.362459,0.176196,-0.0788521,0.342652,0.0707875
309,0.418955,-0.333159,0.208885,-0.133925,0.407636,0.0575644
310,0.383088,-0.347127,0.309407,-0.22255,0.508827,-0.138414
311,0.351455,-0.321319,0.367493,-0.268265,0.48776,-0.0732581
312,0.328907,-0.349152,0.0502626,-0.171565,0.246804,-0.038505
313,0.310831,-0.36177,0.187216,-0.186549,0.266399,0.0321189
314,0.463184,-0.301755,0.0189075,-0.140361,0.208742,-0.027595
315,0.455424,-0.301163,0.106323,-0.162852,0.210492,-0.00738189
316,0.379365,-0.275448,0.1155,-0.09038,0.218433,0.148589
317,0.425108,-0.265607,0.233333,-0.164687,0.325067,0.0407068
318,0.442668,-0.333415,0.285768,-0.0707496,0.463778,0.0639172
319,0.467049,-0.332013,0.0111201,-0.18029,0.16634,-0.0268654
320,0.59338,-0.320545,0.0742033,0.0169604,0.174668,0.176255
321,0.53809,-0.340132,0.16116,-0.123515,0.330211,0.067369
322,0.692504,-0.347131,0.193376,-0.133599,0.273938,0.0635539
323,0.537307,-0.351712,0.17801,-0.219976,0.365459,-0.101494
324,0.437989,-0.312617,0.322419,-0.114953,0.467459,0.0985489
325,0.406197,-0.328642,0.0641026,-0.0655328,0.148493,0.0273668
326,0.413935,-0.320699,-0.000175034,-0.0866877,0.0858625,0.042775
327,0.437998,-0.276686,0.00447874,-0.0220365,0.106203,0.214623
328,0.359352,-0.32769,-0.0575561,-0.0235485,0.0357377,0.168193
329,0.296269,-0.32785,0.29875,-0.126579,0.339271,0.157662
330,0.347882,-0.35429,0.247523,-0.161632,0.437498,0.0245644
331,0.430384,-0.343206,0.370252,-0.168447,0.533216,-0.0229816
332,0.31148,-0.326074,0.202079,-0.228944,0.336852,-0.0508375
333,0.397093,-0.324214,0.0363841,-0.0874189,0.21242,0.0353566
334,0.376615,-0.356781,0.277975,-0.156778,0.433303,-0.0155713
335,0.381321,-0.364643,0.0783068,-0.102831,0.310922,-0.00311918
336,0.379823,-0.365846,0.188602,-0.0860487,0.284902,0.108096
337,0.397343,-0.320206,0.180446,-0.115574,0.29246,0.0279452
338,0.408466,-0.339718,0.0605731,-0.0749167,0.189418,0.00916255
339,0.386817,-0.303344,0.29936,-0.220766,0.387812,-0.0510702
340,0.496623,-0.32892,-0.0197678,-0.104951,0.0991793,0.105252
341,0.447877,-0.294138,0.12651,-0.222774,0.210659,-0.0402962
342,0.482876,-0.307525,0.134274,-0.185446,0.358214,-0.122339
343,0.476718,-0.333192,0.0628024,-0.154474,0.116079,0.0892138
344,0.583495,-0.309585,0.28697,-0.208127,0.3726,-0.046741
345,0.599548,-0.322227,0.190255,-0.126031,0.344986,0.0759202
346,0.443554,-0.335249,0.134449,-0.174919,0.201795,0.0228241
347,0.544479,-0.301705,0.120493,-0.184269,0.318501,-0.0744843
348,0.612609,-0.332948,0.292341,-0.185123,0.423948,-0.00768649
349,0.520801,-0.287358,0.222873,-0.143911,0.301218,0.0774643
350,0.544586,-0.307094,0.00892136,-0.10389,0.142173,0.0109264
351,0.532861,-0.345386,0.334023,-0.115542,0.551438,0.00804512
352,0.384777,-0.344673,-0.169373,-0.0441656,-0.0530813,0.114374
353,0.410271,-0.361275,0.0262921,-0.14522,0.198735,0.0369075
354,0.436558,-0.362313,-0.0886851,-0.0420743,0.0902942,0.104208
355,0.323066,-0.408639,0.196123,-0.161086,0.358342,0.0268839
356,0.40684,-0.403404,0.0974217,-0.0450901,0.367445,0.0313701
357,0.397849,-0.318762,0.136705,-0.153749,0.211863,0.10544
358,0.400179,-0.322404,0.128764,-0.138974,0.208795,0.0964267
359,0.549174,-0.320954,0.199817,-0.133562,0.362675,0.00990411
360,0.418519,-0.333784,-0.123241,-0.0651128,-0.0530508,0.165635
361,0.388724,-0.295897,0.314982,-0.166337,0.370918,0.0914971
362,0.374687,-0.360799,0.186969,-0.172791,0.328612,-0.0389065
363,0.374984,-0.30811,0.168098,-0.0597606,0.298986,0.109778
364,0.374624,-0.318408,0.14293,-0.156805,0.246421,0.0759353
365,0.457093,-0.325579,0.171124,-0.094745,0.321607,0.0408748
366,0.349403,-0.357001,0.0878233,-0.115487,0.164573,0.10646
367,0.393705,-0.329184,-0.147046,0.0159759,-0.0709168,0.228022
368,0.363638,-0.357442,-0.014345,-0.097428,-0.0215896,0.155797
369,0.347012,-0.362388,0.01823,-0.111009,0.0593743,0.0567115
370,0.293329,-0.391211,0.159158,-0.124919,0.346869,0.100856
371,0.50206,-0.329816,0.116051,-0.144605,0.266657,-0.0229224
372,0.449805,-0.327154,0.228294,-0.191034,0.352115,-0.0251833
373,0.481582,-0.34223,0.0935678,-0.0694384,0.288744,0.0317002
374,0.386226,-0.301925,0.225081,-0.133577,0.332366,0.0722746
375,0.413116,-0.324829,0.0611326,-0.141701,0.212183,0.0796496
376,0.423027,-0.315723,0.215447,-0.089841,0.334232,0.0544115
377,0.259819,-0.355393,0.0156785,-0.168993,0.107589,0.00899069
378,0.502155,-0.363568,0.29342,-0.171186,0.435694,-0.00327002
379,0.472423,-0.286915,0.0573447,-0.155929,0.202487,-0.0167882
380,0.417435,-0.317998,0.0547514,-0.130614,0.156589,-0.00278799
381,0.511066,-0.399217,0.146576,-0.144491,0.322641,0.0370054
382,0.449483,-0.352974,0.0222803,-0.216541,0.225138,-0.0733716
383,0.455745,-0.336885,0.240845,-0.169964,0.358007,-0.0177242
384,0.444614,-0.333743,0.245588,-0.166921,0.373832,-0.016336
385,0.405036,-0.357872,0.088936,-0.144648,0.22322,0.0776132
386,0.479568,-0.33424,0.118829,-0.0543669,0.285946,0.0447206
387,0.53866,-0.30736,-0.0784328,-0.151327,0.140562,-0.00393911
388,0.471266,-0.33593,0.116232,-0.0216677,0.191719,0.22783
