,0,1,2,3,4,5,6,7,8,9
0,-0.29766207320727,-0.40277810183918245,-0.6472870260097501,-0.39197620868074,-0.5360861294696501,-0.635451713100825,-0.45308688383424994,-0.39110724528987,-0.62540111858825,-0.56830658864225
1,0.053707045902953825,0.1843026323276805,-0.028204716482871497,0.009905078877149,-0.1555667703646355,-0.21055413710142376,-0.36821925160782504,-0.6540776063175001,-0.9020795923500001,-1.07324684
2,0.09552191834581049,0.0017402372110199998,-0.20520781290261847,-0.192111425613262,-0.32112482628761746,-0.4036747993322073,-0.639708830958,-0.8943298203249999,-1.104276341075,-1.099533918575
3,0.19681117269940498,0.201701684866595,0.003033675172165,0.031459516197648,-0.09754808293368675,-0.12112703054469998,-0.2426246656733025,-0.458353924406625,-0.68673825355075,-0.744834258605
4,-0.08092347594910625,-0.1839197022243275,-0.331647489279525,-0.35816363598102496,-0.500565162716375,-0.5596405098527251,-0.8819786486500001,-1.1796887966,-1.377944136725,-1.331368015325
5,0.003742713882958975,0.1800112545525093,-0.027657794470947506,-0.05364043922936349,-0.25509982937730996,-0.3176930001322832,-0.468413989674625,-0.9028757358999999,-1.1845614267,-1.37525111985
6,-0.37313217364177476,-0.4534780814834,-0.5832153121179999,-0.52879417839305,-0.501996313623725,-0.3795816182626475,-0.35931407670930005,-0.5869059498925,-0.6792444085775,-0.807165677575
7,-0.32278423060968003,-0.40223915298435003,-0.488539958973975,-0.37221461849894755,-0.459627310028175,-0.30192023879816504,-0.327395739892875,-0.4982737783684,-0.675059396735,-0.7790443137725
8,-0.28450667909027755,-0.3534606940201131,-0.41981068499585,-0.2713448561092723,-0.33266729188044747,-0.12271020530480528,-0.10389114652966841,-0.2609332005382275,-0.3537717423096,-0.4300073856696925
9,0.26067640292692124,0.308849595930515,0.09572799374270549,0.09744045904389324,0.00820514655728025,-0.03713527395475575,-0.13628128643986223,-0.286143673769237,-0.5458919674299999,-0.5699965768874999
10,-0.23607784046415,-0.252923745678365,-0.2871989546657025,-0.23557346272681098,-0.17355627387239,-0.041209274011234254,-0.016822283159054253,-0.1917446216589768,-0.19160071264665474,-0.27447416047899253
11,0.230782322464671,0.27460644333281176,0.0210124489004317,0.016918545803521503,-0.06475902611945775,-0.16949335845408176,-0.32828157303910505,-0.657630098474,-0.9571061616250001,-1.2445380387
12,0.2498215864104275,0.4794466298082,0.21921357419128,0.38224031805971354,0.08469152748306899,0.12476768641805125,-0.0201834573764,-0.1880136440896675,-0.36130406129229753,-0.5595798404713175
13,0.17524142605175125,0.16467295301417353,-0.030009522920055,-0.039784593323179,-0.13747580546173427,-0.21732710308023748,-0.31567089810549376,-0.54730523973495,-0.945315664725,-1.1362308219250001
14,0.16261610538241097,0.10452163792672825,-0.17489688329693,-0.1991400836031845,-0.28657467210288495,-0.379950796319053,-0.52276173726825,-0.777055790025,-1.0470884402,-1.244409981925
15,-0.38366456415275,-0.44348960625369,-0.46711451752057503,-0.4464671059582375,-0.6816851369727499,-0.62202626965,-0.7418765462025,-0.9154651878000001,-1.107968096125,-1.1227681216749998
16,-0.7753032611374999,-0.95344997535,-0.9899714375249999,-0.8986034117249999,-1.05408067755,-1.1997413956249998,-1.2655569523500003,-1.8858994040000001,-2.0494325644999996,-2.3438961252499997
17,-0.21854823123744327,-0.2307047575308325,-0.473398051606125,-0.2359643004551645,-0.3844353538085225,-0.6130613124935,-0.5787234149513251,-0.620831563532,-0.9174301772249999,-0.9401808901
18,-0.23080777687670248,-0.28908888379762,-0.44775730882032505,-0.47386356682263747,-0.47409780163895004,-0.45881674742665,-0.5243814909555,-0.8263292696750001,-0.8900819470499999,-1.021096713425
19,-0.05986388498042397,-0.00921856105999875,-0.10287423687591077,-0.062220726188067746,0.017874145420315,0.09288621604323774,0.04392299092585324,-0.1598513615397525,-0.25535284726595026,-0.33097787854983
20,-0.23231760203258472,-0.264066986650739,-0.388761592828975,-0.10409194502087012,-0.222919533767547,-0.3695947007067325,-0.192936431114375,-0.17879779336358,-0.42818995872897747,-0.4596380414537825
21,-0.05625353312520625,0.2509290835969175,0.1586466383763925,0.3796882805727325,0.44897759133857745,0.53645941780805,0.39371995458313774,0.25674155010749494,0.147378021016907,0.17548468892701377
22,0.0012134292565472498,0.0974276182178545,-0.02041750769144775,0.008866312876391249,0.038495662896454994,0.06796298160492352,-0.0943273471686425,-0.40956896789237496,-0.56227301604915,-0.7220706614450001
23,0.3164987428974465,0.46634385676795,0.2937465972442125,0.354694045329835,0.3867951597181125,0.28737943791511233,0.11435745537801499,-0.21703193676606275,-0.471027096431015,-0.72824463251775
24,-0.20889780328576998,-0.07267061952906076,-0.10092283776842025,0.07797556687798925,0.15962803460029024,0.31477960926310744,0.26395567309349754,0.13838906053381025,0.031230667937618493,0.0253032130381675
